County,State,Cases - last 7 days per 100k,% total pop fully vaccinated,Vaccination county reporting completeness,Data as of date
Washington County,NC,suppressed,33.1,96.3,2021-07-30
Watauga County,NC,44.50,44,96.3,2021-07-30
Wayne County,NC,118.57,35.4,96.3,2021-07-30
Wilkes County,NC,192.95,31.4,96.3,2021-07-30
Wilson County,NC,73.35,37.4,96.3,2021-07-30
Yadkin County,NC,265.48,35.6,96.3,2021-07-30
Yancey County,NC,332.06,39.2,96.3,2021-07-30
Adams County,ND,suppressed,39.9,95.1,2021-07-30
Barnes County,ND,suppressed,47,95.1,2021-07-30
Benson County,ND,0.00,36.3,95.1,2021-07-30
Billings County,ND,0.00,15.2,95.1,2021-07-30
Bottineau County,ND,suppressed,40.4,95.1,2021-07-30
Bowman County,ND,0.00,29.7,95.1,2021-07-30
Burke County,ND,suppressed,30.8,95.1,2021-07-30
Burleigh County,ND,65.88,36.9,95.1,2021-07-30
Cass County,ND,41.23,46.1,95.1,2021-07-30
Cavalier County,ND,0.00,48.9,95.1,2021-07-30
Dickey County,ND,suppressed,43.4,95.1,2021-07-30
Divide County,ND,0.00,33.7,95.1,2021-07-30
Dunn County,ND,suppressed,17.5,95.1,2021-07-30
Eddy County,ND,0.00,42.8,95.1,2021-07-30
Emmons County,ND,0.00,26.3,95.1,2021-07-30
Foster County,ND,suppressed,43.4,95.1,2021-07-30
Golden Valley County,ND,suppressed,22.7,95.1,2021-07-30
Grand Forks County,ND,25.92,44.5,95.1,2021-07-30
Grant County,ND,0.00,15.3,95.1,2021-07-30
Griggs County,ND,0.00,40,95.1,2021-07-30
Hettinger County,ND,suppressed,30.9,95.1,2021-07-30
Kidder County,ND,suppressed,25.4,95.1,2021-07-30
LaMoure County,ND,0.00,39.4,95.1,2021-07-30
Logan County,ND,0.00,27.1,95.1,2021-07-30
McHenry County,ND,suppressed,32.5,95.1,2021-07-30
McIntosh County,ND,0.00,33.2,95.1,2021-07-30
McKenzie County,ND,73.22,15.1,95.1,2021-07-30
McLean County,ND,126.98,34.6,95.1,2021-07-30
Mercer County,ND,suppressed,30.8,95.1,2021-07-30
Morton County,ND,60.58,32.4,95.1,2021-07-30
Mountrail County,ND,104.31,28.2,95.1,2021-07-30
Nelson County,ND,0.00,58.5,95.1,2021-07-30
Oliver County,ND,suppressed,19.9,95.1,2021-07-30
Pembina County,ND,0.00,42.6,95.1,2021-07-30
Pierce County,ND,suppressed,36.8,95.1,2021-07-30
Ramsey County,ND,suppressed,45.5,95.1,2021-07-30
Ransom County,ND,suppressed,48.7,95.1,2021-07-30
Renville County,ND,suppressed,29.2,95.1,2021-07-30
Richland County,ND,suppressed,41.4,95.1,2021-07-30
Rolette County,ND,0.00,46.3,95.1,2021-07-30
Sargent County,ND,suppressed,48.7,95.1,2021-07-30
Sheridan County,ND,suppressed,29.8,95.1,2021-07-30
Sioux County,ND,suppressed,27.7,95.1,2021-07-30
Slope County,ND,0.00,9.1,95.1,2021-07-30
Stark County,ND,76.22,26.4,95.1,2021-07-30
Steele County,ND,suppressed,37.7,95.1,2021-07-30
Stutsman County,ND,suppressed,41.4,95.1,2021-07-30
Towner County,ND,suppressed,38.1,95.1,2021-07-30
Traill County,ND,suppressed,40.8,95.1,2021-07-30
Walsh County,ND,0.00,43.6,95.1,2021-07-30
Ward County,ND,133.06,34.2,95.1,2021-07-30
Wells County,ND,suppressed,35.1,95.1,2021-07-30
Williams County,ND,47.89,20.5,95.1,2021-07-30
Adams County,OH,166.08,25.4,97.6,2021-07-30
Allen County,OH,62.53,33.4,97.6,2021-07-30
Ashland County,OH,104.70,32.8,97.6,2021-07-30
Ashtabula County,OH,27.77,40.2,97.6,2021-07-30
Athens County,OH,21.43,40.9,97.6,2021-07-30
Auglaize County,OH,48.19,32.4,97.6,2021-07-30
Belmont County,OH,49.25,36,97.6,2021-07-30
Brown County,OH,62.17,31.4,97.6,2021-07-30
Butler County,OH,72.30,43.9,97.6,2021-07-30
Carroll County,OH,55.73,35,97.6,2021-07-30
Champaign County,OH,87.44,35.4,97.6,2021-07-30
Clark County,OH,46.99,42.1,97.6,2021-07-30
Clermont County,OH,63.46,45.3,97.6,2021-07-30
Clinton County,OH,109.61,36.8,97.6,2021-07-30
Columbiana County,OH,56.93,38.9,97.6,2021-07-30
Coshocton County,OH,32.79,29.8,97.6,2021-07-30
Crawford County,OH,74.71,36.1,97.6,2021-07-30
Cuyahoga County,OH,49.55,51.8,97.6,2021-07-30
Darke County,OH,37.17,31.2,97.6,2021-07-30
Defiance County,OH,91.89,40,97.6,2021-07-30
Delaware County,OH,56.89,60.7,97.6,2021-07-30
Erie County,OH,74.06,48.3,97.6,2021-07-30
Fairfield County,OH,86.31,44.9,97.6,2021-07-30
Fayette County,OH,77.13,34,97.6,2021-07-30
Franklin County,OH,56.58,50.3,97.6,2021-07-30
Fulton County,OH,104.45,41.6,97.6,2021-07-30
Gallia County,OH,110.38,34.1,97.6,2021-07-30
Geauga County,OH,58.73,50.9,97.6,2021-07-30
Greene County,OH,82.87,51,97.6,2021-07-30
Guernsey County,OH,74.60,35.1,97.6,2021-07-30
Hamilton County,OH,58.47,49.6,97.6,2021-07-30
Hancock County,OH,26.39,40.5,97.6,2021-07-30
Hardin County,OH,35.07,29.5,97.6,2021-07-30
Harrison County,OH,suppressed,34,97.6,2021-07-30
Henry County,OH,40.73,44.1,97.6,2021-07-30
Highland County,OH,74.14,28.5,97.6,2021-07-30
Hocking County,OH,53.07,36.9,97.6,2021-07-30
Holmes County,OH,suppressed,14.2,97.6,2021-07-30
Huron County,OH,61.79,36.8,97.6,2021-07-30
Jackson County,OH,52.45,35.5,97.6,2021-07-30
Jefferson County,OH,44.39,39.4,97.6,2021-07-30
Knox County,OH,49.74,34.2,97.6,2021-07-30
Lake County,OH,41.28,53.2,97.6,2021-07-30
Lawrence County,OH,139.58,32.7,97.6,2021-07-30
Licking County,OH,52.58,43.9,97.6,2021-07-30
Logan County,OH,39.41,33.6,97.6,2021-07-30
Lorain County,OH,63.91,50.4,97.6,2021-07-30
Lucas County,OH,39.22,45.6,97.6,2021-07-30
Madison County,OH,29.06,40.8,97.6,2021-07-30
Mahoning County,OH,52.47,45.1,97.6,2021-07-30
Marion County,OH,78.35,37.4,97.6,2021-07-30
Medina County,OH,67.32,51.9,97.6,2021-07-30
Meigs County,OH,56.75,33.5,97.6,2021-07-30
Mercer County,OH,36.43,31.2,97.6,2021-07-30
Miami County,OH,95.34,37.9,97.6,2021-07-30
Monroe County,OH,73.24,37,97.6,2021-07-30
Montgomery County,OH,88.21,44.6,97.6,2021-07-30
Morgan County,OH,suppressed,32.6,97.6,2021-07-30
Morrow County,OH,suppressed,32.8,97.6,2021-07-30
Muskingum County,OH,60.31,38.8,97.6,2021-07-30
Noble County,OH,suppressed,32.8,97.6,2021-07-30
Ottawa County,OH,54.29,49.2,97.6,2021-07-30
Paulding County,OH,58.91,35,97.6,2021-07-30
Perry County,OH,49.81,30.6,97.6,2021-07-30
Pickaway County,OH,65.01,39.3,97.6,2021-07-30
Pike County,OH,36.01,33.5,97.6,2021-07-30
Portage County,OH,57.24,46.1,97.6,2021-07-30
Preble County,OH,70.94,33.7,97.6,2021-07-30
Putnam County,OH,35.44,39.6,97.6,2021-07-30
Richland County,OH,64.38,34.5,97.6,2021-07-30
Ross County,OH,58.70,38.7,97.6,2021-07-30
Sandusky County,OH,80.32,43,97.6,2021-07-30
Scioto County,OH,199.17,35.1,97.6,2021-07-30
Seneca County,OH,18.12,38.8,97.6,2021-07-30
Shelby County,OH,94.67,28.8,97.6,2021-07-30
Stark County,OH,49.92,43.2,97.6,2021-07-30
Summit County,OH,43.62,50.2,97.6,2021-07-30
Trumbull County,OH,60.11,43.5,97.6,2021-07-30
Tuscarawas County,OH,26.09,34.8,97.6,2021-07-30
Union County,OH,45.77,48.8,97.6,2021-07-30
Van Wert County,OH,74.27,23.1,97.6,2021-07-30
Vinton County,OH,suppressed,29.4,97.6,2021-07-30
Warren County,OH,68.63,51.4,97.6,2021-07-30
Washington County,OH,45.07,42.6,97.6,2021-07-30
Wayne County,OH,47.53,35.7,97.6,2021-07-30
Williams County,OH,92.66,36.1,97.6,2021-07-30
Wood County,OH,36.69,51.4,97.6,2021-07-30
Wyandot County,OH,suppressed,37.9,97.6,2021-07-30
Adair County,OK,441.56,22.8,93.5,2021-07-30
Alfalfa County,OK,0.00,36.5,93.5,2021-07-30
Atoka County,OK,94.49,25.9,93.5,2021-07-30
Beaver County,OK,0.00,22.6,93.5,2021-07-30
Beckham County,OK,150.97,30.8,93.5,2021-07-30
Blaine County,OK,suppressed,32.7,93.5,2021-07-30
Bryan County,OK,237.52,27.1,93.5,2021-07-30
Caddo County,OK,118.21,46.6,93.5,2021-07-30
Canadian County,OK,91.03,41.2,93.5,2021-07-30
Carter County,OK,369.98,31.5,93.5,2021-07-30
Cherokee County,OK,230.18,32.9,93.5,2021-07-30
Choctaw County,OK,245.37,23,93.5,2021-07-30
Cimarron County,OK,suppressed,21.1,93.5,2021-07-30
Cleveland County,OK,111.26,39.5,93.5,2021-07-30
Coal County,OK,suppressed,29.3,93.5,2021-07-30
Comanche County,OK,245.96,38.5,93.5,2021-07-30
Cotton County,OK,suppressed,31.8,93.5,2021-07-30
Craig County,OK,586.90,38.6,93.5,2021-07-30
Creek County,OK,394.28,30.3,93.5,2021-07-30
Custer County,OK,131.02,34.8,93.5,2021-07-30
Delaware County,OK,311.56,25.9,93.5,2021-07-30
Dewey County,OK,suppressed,20.3,93.5,2021-07-30
Ellis County,OK,suppressed,27.6,93.5,2021-07-30
Garfield County,OK,122.84,33.9,93.5,2021-07-30
Garvin County,OK,270.65,35.2,93.5,2021-07-30
Grady County,OK,82.39,27.3,93.5,2021-07-30
Grant County,OK,suppressed,30.8,93.5,2021-07-30
Greer County,OK,suppressed,28.2,93.5,2021-07-30
Harmon County,OK,suppressed,35.8,93.5,2021-07-30
Harper County,OK,suppressed,34.4,93.5,2021-07-30
Haskell County,OK,348.46,28.9,93.5,2021-07-30
Hughes County,OK,82.84,31.8,93.5,2021-07-30
Jackson County,OK,118.22,36.8,93.5,2021-07-30
Jefferson County,OK,216.59,31,93.5,2021-07-30
Johnston County,OK,405.95,29.9,93.5,2021-07-30
Kay County,OK,160.78,30.6,93.5,2021-07-30
Kingfisher County,OK,82.46,32.4,93.5,2021-07-30
Kiowa County,OK,149.29,39.2,93.5,2021-07-30
Latimer County,OK,258.12,24.7,93.5,2021-07-30
Le Flore County,OK,268.79,27.7,93.5,2021-07-30
Lincoln County,OK,235.11,28.3,93.5,2021-07-30
Logan County,OK,102.06,24.5,93.5,2021-07-30
Love County,OK,234.08,30.8,93.5,2021-07-30
McClain County,OK,259.43,36,93.5,2021-07-30
McCurtain County,OK,103.56,22.5,93.5,2021-07-30
McIntosh County,OK,229.64,40.9,93.5,2021-07-30
Major County,OK,144.19,35.9,93.5,2021-07-30
Marshall County,OK,265.78,32.1,93.5,2021-07-30
Mayes County,OK,260.34,30,93.5,2021-07-30
Murray County,OK,142.12,34,93.5,2021-07-30
Muskogee County,OK,383.84,34.3,93.5,2021-07-30
Noble County,OK,224.60,44.5,93.5,2021-07-30
Nowata County,OK,198.49,28.1,93.5,2021-07-30
Okfuskee County,OK,200.12,34.5,93.5,2021-07-30
Oklahoma County,OK,136.06,46,93.5,2021-07-30
Okmulgee County,OK,218.38,29.9,93.5,2021-07-30
Osage County,OK,166.09,22.1,93.5,2021-07-30
Ottawa County,OK,575.06,24.6,93.5,2021-07-30
Pawnee County,OK,268.69,35.4,93.5,2021-07-30
Payne County,OK,136.95,36,93.5,2021-07-30
Pittsburg County,OK,268.02,31.5,93.5,2021-07-30
Pontotoc County,OK,138.44,38.4,93.5,2021-07-30
Pottawatomie County,OK,184.59,33.7,93.5,2021-07-30
Pushmataha County,OK,540.74,24.4,93.5,2021-07-30
Roger Mills County,OK,suppressed,26.7,93.5,2021-07-30
Rogers County,OK,280.12,33,93.5,2021-07-30
Seminole County,OK,90.69,36.6,93.5,2021-07-30
Sequoyah County,OK,209.29,27.4,93.5,2021-07-30
Stephens County,OK,197.02,34.9,93.5,2021-07-30
Texas County,OK,130.11,30.5,93.5,2021-07-30
Tillman County,OK,151.72,34.1,93.5,2021-07-30
Tulsa County,OK,285.78,44,93.5,2021-07-30
Wagoner County,OK,175.92,33.5,93.5,2021-07-30
Washington County,OK,324.10,30.8,93.5,2021-07-30
Washita County,OK,146.57,28.4,93.5,2021-07-30
Woods County,OK,216.08,30.2,93.5,2021-07-30
Woodward County,OK,64.32,28.2,93.5,2021-07-30
Baker County,OR,359.71,60.2,97.7,2021-07-30
Benton County,OR,93.50,63.8,97.7,2021-07-30
Clackamas County,OR,86.33,55.7,97.7,2021-07-30
Clatsop County,OR,144.19,52,97.7,2021-07-30
Columbia County,OR,76.40,47.8,97.7,2021-07-30
Coos County,OR,79.09,45.2,97.7,2021-07-30
Crook County,OR,127.03,39.5,97.7,2021-07-30
Curry County,OR,157.03,44,97.7,2021-07-30
Deschutes County,OR,105.21,56,97.7,2021-07-30
Douglas County,OR,255.00,41.7,97.7,2021-07-30
Gilliam County,OR,suppressed,35.4,97.7,2021-07-30
Grant County,OR,suppressed,37.2,97.7,2021-07-30
Harney County,OR,suppressed,34.5,97.7,2021-07-30
Hood River County,OR,89.81,67.9,97.7,2021-07-30
Jackson County,OR,232.64,44.4,97.7,2021-07-30
Jefferson County,OR,174.39,47.9,97.7,2021-07-30
Josephine County,OR,241.18,38.7,97.7,2021-07-30
Klamath County,OR,61.55,38.8,97.7,2021-07-30
Lake County,OR,suppressed,31.1,97.7,2021-07-30
Lane County,OR,110.19,56,97.7,2021-07-30
Lincoln County,OR,66.05,58.5,97.7,2021-07-30
Linn County,OR,158.00,43.8,97.7,2021-07-30
Malheur County,OR,52.34,32.5,97.7,2021-07-30
Marion County,OR,94.59,48.6,97.7,2021-07-30
Morrow County,OR,224.08,39.2,97.7,2021-07-30
Multnomah County,OR,69.75,65.4,97.7,2021-07-30
Polk County,OR,115.00,50.6,97.7,2021-07-30
Sherman County,OR,561.80,44.9,97.7,2021-07-30
Tillamook County,OR,118.36,52.2,97.7,2021-07-30
Umatilla County,OR,519.56,39.3,97.7,2021-07-30
Union County,OR,387.55,36.7,97.7,2021-07-30
Wallowa County,OR,430.08,47.8,97.7,2021-07-30
Wasco County,OR,236.11,51.9,97.7,2021-07-30
Washington County,OR,61.00,61.7,97.7,2021-07-30
Wheeler County,OR,suppressed,47.1,97.7,2021-07-30
Yamhill County,OR,98.04,49.8,97.7,2021-07-30
Adams County,PA,62.13,42.7,93.7,2021-07-30
Allegheny County,PA,46.87,54,93.7,2021-07-30
Armstrong County,PA,38.62,47.5,93.7,2021-07-30
Beaver County,PA,51.85,37.9,93.7,2021-07-30
Bedford County,PA,20.88,30.6,93.7,2021-07-30
Berks County,PA,37.75,47.2,93.7,2021-07-30
Blair County,PA,22.16,40.9,93.7,2021-07-30
Bradford County,PA,suppressed,33.2,93.7,2021-07-30
Bucks County,PA,48.71,56.4,93.7,2021-07-30
Butler County,PA,41.52,51.3,93.7,2021-07-30
Cambria County,PA,39.94,44.9,93.7,2021-07-30
Cameron County,PA,suppressed,47.8,93.7,2021-07-30
Carbon County,PA,35.84,50.1,93.7,2021-07-30
Centre County,PA,35.10,49.3,93.7,2021-07-30
Chester County,PA,37.72,53.8,93.7,2021-07-30
Clarion County,PA,suppressed,35.4,93.7,2021-07-30
Clearfield County,PA,56.78,41.1,93.7,2021-07-30
Clinton County,PA,25.89,34.7,93.7,2021-07-30
Columbia County,PA,15.39,50.3,93.7,2021-07-30
Crawford County,PA,31.90,40.3,93.7,2021-07-30
Cumberland County,PA,41.44,53.5,93.7,2021-07-30
Dauphin County,PA,44.92,50.4,93.7,2021-07-30
Delaware County,PA,50.46,57.6,93.7,2021-07-30
Elk County,PA,50.15,47.7,93.7,2021-07-30
Erie County,PA,26.69,48,93.7,2021-07-30
Fayette County,PA,18.57,46,93.7,2021-07-30
Forest County,PA,suppressed,59.4,93.7,2021-07-30
Franklin County,PA,32.25,38.1,93.7,2021-07-30
Fulton County,PA,suppressed,26.4,93.7,2021-07-30
Greene County,PA,suppressed,38.3,93.7,2021-07-30
Huntingdon County,PA,28.80,40,93.7,2021-07-30
Indiana County,PA,52.34,37.4,93.7,2021-07-30
Jefferson County,PA,suppressed,40.1,93.7,2021-07-30
Juniata County,PA,suppressed,34.2,93.7,2021-07-30
Lackawanna County,PA,25.28,59.2,93.7,2021-07-30
Lancaster County,PA,44.16,50,93.7,2021-07-30
Lawrence County,PA,79.52,40.9,93.7,2021-07-30
Lebanon County,PA,44.43,43.8,93.7,2021-07-30
Lehigh County,PA,43.59,56.8,93.7,2021-07-30
Luzerne County,PA,46.31,50.2,93.7,2021-07-30
Lycoming County,PA,33.54,41.9,93.7,2021-07-30
McKean County,PA,36.92,30.7,93.7,2021-07-30
Mercer County,PA,26.50,44.2,93.7,2021-07-30
Mifflin County,PA,26.01,40.9,93.7,2021-07-30
Monroe County,PA,54.03,46.8,93.7,2021-07-30
Montgomery County,PA,52.11,54.4,93.7,2021-07-30
Montour County,PA,suppressed,63.9,93.7,2021-07-30
Northampton County,PA,67.15,52,93.7,2021-07-30
Northumberland County,PA,23.12,47.1,93.7,2021-07-30
Perry County,PA,suppressed,39.8,93.7,2021-07-30
Philadelphia County,PA,52.33,44.4,93.7,2021-07-30
Pike County,PA,50.17,44.8,93.7,2021-07-30
Potter County,PA,suppressed,26.1,93.7,2021-07-30
Schuylkill County,PA,21.22,48.6,93.7,2021-07-30
Snyder County,PA,suppressed,36.1,93.7,2021-07-30
Somerset County,PA,44.93,38.7,93.7,2021-07-30
Sullivan County,PA,suppressed,39.7,93.7,2021-07-30
Susquehanna County,PA,24.80,38,93.7,2021-07-30
Tioga County,PA,suppressed,35.2,93.7,2021-07-30
Union County,PA,35.62,47,93.7,2021-07-30
Venango County,PA,35.53,34.9,93.7,2021-07-30
Warren County,PA,suppressed,38.3,93.7,2021-07-30
Washington County,PA,45.44,50.1,93.7,2021-07-30
Wayne County,PA,33.10,50.4,93.7,2021-07-30
Westmoreland County,PA,36.40,46.9,93.7,2021-07-30
Wyoming County,PA,55.98,49.1,93.7,2021-07-30
York County,PA,41.87,47.3,93.7,2021-07-30
Bristol County,RI,63.95,64.6,95.2,2021-07-30
Kent County,RI,58.43,63.4,95.2,2021-07-30
Newport County,RI,46.30,64.3,95.2,2021-07-30
Providence County,RI,54.31,54.8,95.2,2021-07-30
Washington County,RI,55.74,64.4,95.2,2021-07-30
Abbeville County,SC,126.39,30.8,93.6,2021-07-30
Aiken County,SC,237.60,33.4,93.6,2021-07-30
Allendale County,SC,suppressed,42,93.6,2021-07-30
Anderson County,SC,143.66,29.8,93.6,2021-07-30
Bamberg County,SC,71.09,34.5,93.6,2021-07-30
Barnwell County,SC,158.15,35.8,93.6,2021-07-30
Beaufort County,SC,254.01,47.5,93.6,2021-07-30
Berkeley County,SC,186.04,33,93.6,2021-07-30
Calhoun County,SC,96.20,27.6,93.6,2021-07-30
Charleston County,SC,184.25,49.7,93.6,2021-07-30
Cherokee County,SC,127.40,23.5,93.6,2021-07-30
Chester County,SC,285.32,31.7,93.6,2021-07-30
Chesterfield County,SC,151.15,26.6,93.6,2021-07-30
Clarendon County,SC,281.52,33.3,93.6,2021-07-30
Colleton County,SC,172.52,32.5,93.6,2021-07-30
Darlington County,SC,123.09,35.6,93.6,2021-07-30
Dillon County,SC,206.70,30.8,93.6,2021-07-30
Dorchester County,SC,300.97,37.3,93.6,2021-07-30
Edgefield County,SC,113.72,42.8,93.6,2021-07-30
Fairfield County,SC,205.84,40,93.6,2021-07-30
Florence County,SC,156.91,39.4,93.6,2021-07-30
Georgetown County,SC,154.75,41.6,93.6,2021-07-30
Greenville County,SC,143.25,40.8,93.6,2021-07-30
Greenwood County,SC,101.68,36.8,93.6,2021-07-30
Hampton County,SC,218.50,44.4,93.6,2021-07-30
Horry County,SC,301.63,42.5,93.6,2021-07-30
Jasper County,SC,236.09,25.3,93.6,2021-07-30
Kershaw County,SC,296.01,41.2,93.6,2021-07-30
Lancaster County,SC,160.18,30.7,93.6,2021-07-30
Laurens County,SC,77.05,28.4,93.6,2021-07-30
Lee County,SC,142.62,29.5,93.6,2021-07-30
Lexington County,SC,298.91,39,93.6,2021-07-30
McCormick County,SC,190.21,49.6,93.6,2021-07-30
Marion County,SC,221.81,34.3,93.6,2021-07-30
Marlboro County,SC,160.81,31.3,93.6,2021-07-30
Newberry County,SC,228.93,38.4,93.6,2021-07-30
Oconee County,SC,168.46,35.2,93.6,2021-07-30
Orangeburg County,SC,156.66,38.6,93.6,2021-07-30
Pickens County,SC,143.44,35.4,93.6,2021-07-30
Richland County,SC,228.26,43.7,93.6,2021-07-30
Saluda County,SC,58.61,22.5,93.6,2021-07-30
Spartanburg County,SC,151.35,31.1,93.6,2021-07-30
Sumter County,SC,305.47,32.7,93.6,2021-07-30
Union County,SC,142.77,29.5,93.6,2021-07-30
Williamsburg County,SC,161.35,40.7,93.6,2021-07-30
York County,SC,206.07,33.4,93.6,2021-07-30
Aurora County,SD,0.00,37.7,83.4,2021-07-30
Beadle County,SD,suppressed,33.1,83.4,2021-07-30
Bennett County,SD,suppressed,33.5,83.4,2021-07-30
Bon Homme County,SD,0.00,42.1,83.4,2021-07-30
Brookings County,SD,suppressed,35.8,83.4,2021-07-30
